name,user_label,true_label,ans
Player 540,Shooting Guard,Small Forward,F
Player 681,Shooting Guard,Point Guard,F
Player 424,Shooting Guard,Power Forward,F
Player 169,Shooting Guard,Shooting Guard,T
Player 386,Shooting Guard,Power Forward,F
Player 832,Shooting Guard,Small Forward,F
Player 968,Shooting Guard,Small Forward,F
Player 860,Shooting Guard,Point Guard,F
Player 755,Shooting Guard,Shooting Guard,T
Player 385,Point Guard,Point Guard,T
Player 618,Point Guard,Small Forward,F
Player 809,Point Guard,Shooting Guard,F
Player 653,Shooting Guard,Small Forward,F
Player 553,Small Forward,Power Forward,F
Player 923,Small Forward,Small Forward,T
Player 458,Small Forward,Point Guard,F
Player 466,Small Forward,Point Guard,F
Player 909,Small Forward,Small Forward,T
Player 811,Small Forward,Shooting Guard,F
Player 542,Small Forward,Power Forward,F
Player 691,Small Forward,Power Forward,F
Player 789,Small Forward,Power Forward,F
Player 108,Small Forward,Small Forward,T
Player 275,Power Forward,Center,F
Player 347,Power Forward,Center,F
Player 517,Power Forward,Center,F
Player 873,Power Forward,Shooting Guard,F
Player 217,Power Forward,Small Forward,F
Player 196,Power Forward,Shooting Guard,F
